"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000256","대전문화여자중학교","03","공립","","N","단설","주간","19820310","19811121","3014011600","대전광역시 중구 문화동","204-4.","301131","35018","대전광역시 중구 문화로218번길 63",", 대전문화여자중학교 (문화동)","36.3129146127","127.409816095","042-580-1210","042-580-1250","munhwa-gms.djsch.kr","녀","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000257","대전법동중학교","03","공립","","N","단설","주간","19930305","19930305","3023010800","대전광역시 대덕구 법2동","196-1.","306806","34406","대전광역시 대덕구 쌍청당로 55","(법동)","36.3666402997","127.4334782912","042-336-3000","042-634-4506","http://beopdongms.djsch.kr/main.do","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000258","대전송촌중학교","03","공립","","N","단설","주간","20000305","19991229","3023010700","대전광역시 대덕구 송촌동","495-10.","306813","34404","대전광역시 대덕구 계족산로 110","(송촌동)","36.3643294348","127.4433732228","042-627-4931-3","042-627-4934","http://songchonms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000259","대전여자중학교","03","공립","","N","단설","주간","19460213","19460213","3014010500","대전광역시 중구 대흥동 409~426","418-1.","301803","34919","대전광역시 중구 보문로230번길 69",", 대전여자중학교 (대흥동)","36.3247141888","127.426434778","042-332-4708","042-222-1901","http://djgms.djsch.kr","녀","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000260","오정중학교","03","공립","","N","단설","주간","19860306","19851217","3023010100","대전 대덕구 오정동","327-2.","306820","34441","대전광역시 대덕구 한남로150번길 135","(오정동, 오정중학교)","36.3511616929","127.4079031182","042-627-0602","042-623-4273","http://ojeongms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000261","대전용운중학교","03","공립","","N","단설","주간","19870305","19861114","3011010900","대전광역시 동구 용운동","300.","300820","34522","대전광역시 동구 용운로 208","(용운동, 용운중학교)","36.3255904791","127.4650085065","042-284-6653","042-285-2541","http://yongunms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000262","대전용전중학교","03","공립","","N","단설","주간","19821125","19821125","3023010900","대전광역시 대덕구 중리동","234-7.","306050","34427","대전광역시 대덕구 한밭대로1146번길 46",", 대전용전중학교 (중리동)","36.3566020603","127.4252271418","042-620-1905","042-636-5106","http://yjms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000263","중리중학교","03","공립","","N","단설","주간","19890307","19890307","3023010900","대전광역시 대덕구 중리동","371-4.","306827","34389","대전광역시 대덕구 중리동로 85","(중리동, 대전중리중학교)","36.3665975102","127.4273451421","042-620-3015","042-625-1749","http://jungnims.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000264","대전중앙여자중학교","03","사립","","N","단설","주간","19600203","19600203","3014010200","대전광역시 중구 선화동","81번지.","301823","","","","","","253-4692","042-221-1077","www.jungang-g.ms.kr","녀","Y","20120229","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000265","대전중앙중학교","03","사립","","N","단설","주간","19480401","19480401","3014010400","대전광역시 중구 중촌동 1~87","13-1번지.","301840","34804","대전광역시 중구 대종로 634","(중촌동)","36.3384853003","127.4145859166","042-255-8582","042-253-6544","http://jungangms.djsch.kr","남","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000266","대전중학교","03","공립","","N","단설","주간","19180401","19180401","3014010500","대전광역시 중구 대흥동","342.","301805","34932","대전광역시 중구 수도산로 9",", 대전중학교 (대흥동, 대전중학교)","36.3207688802","127.4249032266","042-250-7802","042-250-7898","http://djms.djsch.kr/","남","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000267","대전태평중학교","03","공립","","N","단설","주간","20020302","20020218","3014011400","대전광역시 중구 태평동","343-3(수침로 195).","301151","34877","대전광역시 중구 수침로111번길 12","(태평동)","36.3295402566","127.3973301613","042-481-0870","042-537-0869","http://tp02ms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000268","동대전중학교","03","공립","","N","단설","주간","19900104","19900104","3011011400","",".","","34505","대전광역시 동구 충정로 73-6","(가양동, 동대전중학교)","36.3451917462","127.4559326414","042-330-8800","042-330-8850","http://dongdaejeonms.djsch.kr/main.do","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000269","동명중학교","03","사립","","N","단설","주간","19671028","19671028","3014010700","대전광역시 중구 석교동","195-5번지.","301821","35059","대전광역시 중구 사득로54번길 29","(석교동, 동명중학교)","36.3083979811","127.4387406827","042-272-6697","042-283-3790","http://dongmyungms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000270","동신중학교","03","공립","","N","단설","주간","19681203","19681203","3011010700","대전광역시 동구 판암동","241번지.","34674","34674","대전광역시 동구 동부로 56-22","(판암동, 동신중학교)","36.3203733117","127.4597168444","042-283-4081","042-274-1001","http://dongsinms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000271","보문중학교","03","사립","","N","단설","주간","19451220","19451220","3011011800","대전광역시 동구 삼성동","283-58.","300812","34619","대전광역시 동구 우암로 57","(삼성동, 보문중학교)","36.3362528547","127.4233922987","042-620-6705","042-672-9365","http://bomoonms.djsch.kr","남","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000272","대전신일중학교","03","사립","","N","단설","주간","19741028","19741028","3014011100","대전광역시 중구 부사동","상부사3길 96번지.","301815","35058","대전광역시 중구 부사로32번길 27","(부사동,대전신일여자중학교)","36.3091775698","127.4345273146","042-250-8500","042-221-1781","http://shinilms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000273","신탄중앙중학교","03","공립","","N","단설","주간","19681120","19681120","3023011500","대전광역시 대덕구 덕암동","19-1.","306804","34330","대전광역시 대덕구 덕암로 233",", 24 (덕암동)","36.4425119032","127.4232327377","042-331-3333","042-931-1019","http://sintanjungangms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000274","신탄진중학교","03","사립","","N","단설","주간","19641114","19641114","3023011100","대전광역시 대덕구 석봉동","311-1.","306810","34317","대전광역시 대덕구 석봉로 15","(석봉동, 신탄진중학교)","36.4476908759","127.4234839524","042-930-0600","042-931-0452","http://stjms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000275","청란여자중학교","03","사립","","N","단설","주간","19630413","19630209","3014011100","대전광역시 중구 부사동","부용1길 36번지.","301816","35046","대전광역시 중구 보문로 95번길40","(부사동)","36.310939941","127.4296333636","0422538844","0422536008","http://cheongranms.djsch.kr","녀","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000276","충남여자중학교","03","공립","","N","단설","주간","19691014","19691014","3014010300","대전광역시 중구 목동","충남여자중학교.","301807","34849","대전광역시 중구 동서대로 1368","(목동,충남여자중학교)","36.3316330669","127.4116281969","042-253-7615","042-253-9462","http://chungnam-gms.djsch.kr","녀","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000277","충남중학교","03","공립","","N","단설","주간","19550427","19550427","3011010600","대전광역시 동구 신흥동","계족로 39.","300110","34641","대전광역시 동구 계족로 123","(신흥동, 충남중학교)","36.3248309299","127.4438754758","042-273-1692","042-282-7330","http://chungnamms.djsch.kr","남","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000278","한밭여자중학교","03","공립","","N","단설","주간","19541015","19541015","3011011000","대전광역시 동구 대동","28.","300808","34654","대전광역시 동구 동대전로110번길 74-57",", 한밭여자중학교 (대동)","36.3297898026","127.4490223487","042-623-2373","042-626-9994","http://hanbat-gms.djsch.kr","녀","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 동구","S060000279","한밭중학교","03","공립","","N","단설","주간","19510924","19510831","3011011800","대전광역시 동구 삼성동","282-1.","300170","34624","대전광역시 동구 태전로 67",", 한밭중학교 (삼성동)","36.3349543872","127.4266509742","042-620-3950","042-620-3960","http://hanbatms.djsch.kr/","남","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 중구","S060000280","호수돈여자중학교","03","사립","","N","단설","주간","18991219","18991219","3014010200","대전광역시 중구 선화동","52-23.","301825","34859","대전광역시 중구 선화로 50","(선화동,호수돈여자중·고등학교)","36.3266950721","127.4135846038","042-221-1676","042-221-1677","https://holstonms.djsch.kr/","녀","N","","N"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060000281","회덕중학교","03","공립","","N","단설","주간","19700306","19700306","3023010600","대전광역시 대덕구 와동","55.","306100","34346","대전광역시 대덕구 신탄진로218번길 22","(와동, 대전회덕중학교)","36.4010977405","127.4253535007","042-621-3072","042-621-3071","http://hoedeokms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000447","가수원중학교","03","공립","","N","단설","주간","19880305","19880301","3017011400","",".","","35389","대전광역시 서구 가수원로 26","(가수원동)","36.2984686817","127.3545599663","042-541-0145","042-541-6623","http://gswms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000448","갈마중학교","03","공립","","N","단설","주간","19811211","19811211","3017011100","대전광역시 서구 갈마동","370-1.","302807","35277","대전광역시 서구 계룡로326번길 138","(갈마동,갈마중학교)","36.3481686828","127.3647621964","042-714-2225","042-714-2220","http://galmams.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000449","기성중학교","03","공립","","N","단설","주간","19680328","19680328","3017011700","대전광역시 서구 흑석동","295 .","302010","35426","대전광역시 서구 장안로 54",",(흑석동)","36.2499114994","127.3413452045","042-610-0200","042-585-5305","http://giseong21ms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000450","대덕중학교","03","공립","","N","단설","주간","19810311","19810311","3020012600","대전광역시 유성구 가정동","38.","305350","34131","대전광역시 유성구 대덕대로 515","(가정동)","36.3794261258","127.3771625982","042-860-8907","042-862-3632","http://daedeokms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000451","대전갑천중학교","03","공립","","N","단설","주간","19940305","19940305","3017011300","대전광역시 서구 월평3동","306.","302283","35216","대전광역시 서구 월평동로 80","(월평동, 갑천중학교)","36.3619430302","127.3691985913","042-488-8600","042-485-1999","http://gapcheonms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000452","대전관저중학교","03","공립","","N","단설","주간","19981002","19980301","3017011600","대전광역시 서구 관저동","993번지.","302812","35359","대전광역시 서구 관저동로 143","(관저동, 관저중학교)","36.3055188983","127.339886116","042-540-5881","042-545-4769","http://gjms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000453","대전남선중학교","03","공립","","N","단설","주간","19940305","19920105","3017011300","대전광역시 서구 월평동","220.","302280","35211","대전광역시 서구 월평북로 41","(월평동, 남선중학교)","36.3631304511","127.3722081306","042-484-6212","042-484-6215","http://namseonms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000454","대전내동중학교","03","공립","","N","단설","주간","19920115","19920115","3017010200","대전광역시 서구 변동","254-440.","302838","35343","대전광역시 서구 배재로 263","(변동)","36.3326117487","127.3703031256","042-534-6154","042-522-2849","http://djnaedongms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000455","대전노은중학교","03","공립","","N","단설","주간","20020605","20020301","3020011900","대전 유성구 노은동","524.","305325","34084","대전광역시 유성구 노은동로 104","(노은동, 노은중학교)","36.3698994354","127.3241866595","042-479-5554","042-476-3158","http://noeunms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000456","대전대신중학교","03","사립","","N","단설","주간","19681203","19681203","3017010100","대전 서구 복수동","283-1.","302840","35406","대전광역시 서구 오량1길 98",", 대전대신중학교 (복수동, 대전대신중·고등학교)","36.3089303959","127.3801141448","042-585-5908","042-585-1884","http://djdsms.djsch.kr/","남","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000457","대전도마중학교","03","공립","","N","단설","주간","19850301","19841207","3017010300","대전광역시 서구 도마2동","111-3.","302162","35338","대전광역시 서구 도솔2길 22","(도마동, 대전도마중학교)","36.3189045737","127.3721224675","042-520-1500","042-533-6397","http://domams.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000458","대전둔산중학교","03","공립","","N","단설","주간","19960305","19960305","3017011100","대전광역시 서구 갈마동","822번지.","302808","35231","대전광역시 서구 갈마역로25번길 70",", 대전둔산중학교 (갈마동)","36.3533110296","127.3722816997","042-486-6146","042-486-6149","dunsanms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000459","대전둔원중학교","03","공립","","N","단설","주간","19950304","19950301","3017011100","대전광역시 서구 갈마동","1416번지.","302171","35266","대전광역시 서구 괴정로11번길 73","(갈마동, 둔원중학교)","36.3425842598","127.376334336","042-530-3200","042-534-5172","http://djdwms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000460","대전만년중학교","03","공립","","N","단설","주간","19960305","19950317","3017012800","대전 서구 만년동","246.","302834","35200","대전광역시 서구 만년남로 17","(만년동, 대전만년중학교)","36.3670117378","127.3759705724","042-480-2851","042-486-8232","http://mannyonms.djsch.kr/main.do","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000461","대전문정중학교","03","공립","","N","단설","주간","19930708","19930708","3017011200","대전광역시 서구 둔산3동","대전문정중학교.","302123","35245","대전광역시 서구 둔산북로 232-11",", 대전문정중학교 (둔산동)","36.3554760192","127.4005903462","042-486-0824","042-487-2071","http://munjeongms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000462","대전문지중학교","03","공립","","N","단설","주간","19980305","19980216","3020014100","대전광역시 유성구 전민동","460-3.","305390","34053","대전광역시 유성구 전민로 53","(전민동,  대전문지중학교)","36.3972196877","127.3990789007","042-863-0926","042-863-0928","http://munjims.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000463","대전버드내중학교","03","공립","","N","단설","주간","19940324","19940324","3017010300","대전광역시 서구 도마1동","135-1.","302161","35332","대전광역시 서구 유등로 285","(도마동)","36.3167567142","127.3833547282","042-530-1500","042-527-2053","http://bdnms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000464","대전변동중학교","03","공립","","N","단설","주간","19840308","19820430","3017010200","대전광역시 서구 변동","54-1번지.","302190","35324","대전광역시 서구 도산로181번길 39","(변동)","36.3245124534","127.3759177782","042-530-8503","042-523-3422","http://bdms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000465","대전봉산중학교","03","공립","","N","단설","주간","19851217","19851217","3017010200","대전광역시 서구 변동","75-1.","302838","35326","대전광역시 서구 배재로262번길 60","(변동, 봉산중학교)","36.3308539398","127.3733643231","042-524-4585","042-522-4584","http://djbsms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000466","대전봉우중학교","03","공립","","N","단설","주간","20000904","19991220","3017011600","대전광역시 서구 관저동","1150번지.","302812","35373","대전광역시 서구 관저로 102","(관저동, 대전봉우중학교)","36.2987229916","127.3325444626","042-543-7325","042-543-7327","bongwooms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000467","대전제일중학교","03","사립","","N","단설","주간","19700406","19691020","3017010300","대전광역시 서구 도마동","155-20.","302823","302823","대전광역시 서구 배재로46번길 77","(도마동)","36.314016847","127.3731904845","070-7606-9760","042-522-4200","www.dj-jeil.ms.kr","남","Y","20140228","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000468","대전삼육중학교","03","사립","","N","단설","주간","19640401","19520401","3017010300","대전광역시 서구 도마동","163-11.","302823","35340","대전광역시 서구 도림1길 15","(도마동, 삼육중학교, 삼육초등학교)","36.3119447179","127.3730024506","042-522-0035","042-524-8208","http://djsahmyookms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000469","대전삼천중학교","03","공립","","N","단설","주간","19910115","19910115","3017011200","대전광역시 서구 둔산동","911.","302827","35207","대전광역시 서구 문정로 271","(둔산동, 삼천중학교)","36.3586364821","127.3943450053","042-483-6733","042-489-6630","http://samchunms.djsch.kr/main.do","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000470","대전서중학교","03","공립","","N","단설","주간","19800307","19800124","3017010800","대전광역시 서구 괴정동","266-4.","302816","35286","대전광역시 서구 동서대로997번길 57","(괴정동, 대전서중학교)","36.3361297512","127.3738394878","042-522-4601","042-535-5001","http://westms.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000471","대전송강중학교","03","공립","","N","단설","주간","19950302","19940324","3020014700","대전광역시 유성구 송강동","8-1번지.","305503","34008","대전광역시 유성구 와룡로 122","(송강동, 송강중학교)","36.4376488759","127.3816375925","042-606-9000","042-934-7458","http://songgangms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000472","대전어은중학교","03","공립","","N","단설","주간","19930305","19930305","3020012300","",".","","34140","대전광역시 유성구 농대로 56",", 대전어은중학교 (어은동)","36.3659861501","127.352945059","042-861-9764","042-863-1709","http://eoeunms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000473","대전월평중학교","03","공립","","N","단설","주간","19930304","19930304","3017011300","대전광역시 서구 월평1동","663.","302281","35223","대전광역시 서구 월평동로 21","(월평동, 월평중학교)","36.3564111754","127.3675904119","042-600-7800","042-600-7899","http://wpms.djsch.kr/main.do","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000475","대전전민중학교","03","공립","","N","단설","주간","19940309","19940201","3020014100","대전광역시 유성구 전민동","466-1.","305812","34049","대전광역시 유성구 엑스포로466번길 97","(전민동,전민중학교)","36.4013461577","127.4057573555","042-863-5797","042-861-3274","http://djjmms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000476","대전정림중학교","03","공립","","N","단설","주간","20010306","20010105","3017012700","대전광역시 서구 괴곡동","괴곡길 70.","302110","35416","대전광역시 서구 괴곡길 70","(괴곡동)","36.2938207021","127.361075829","042-586-8100","042-586-8107","http://jeongrimms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000477","대전지족중학교","03","공립","","N","단설","주간","20010301","20010301","3020012000","대전광역시 유성구 지족동","879.","305330","34083","대전광역시 유성구 노은동로 193","(지족동)","36.3780801954","127.3208817677","042-477-4630","042-477-4645","http://jijokms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000478","대전체육중학교","03","공립","","N","단설","주간","19721204","19721204","3020011400","대전광역시 유성구 원신흥동","330.","305315","34195","대전광역시 유성구 원신흥로40번길 6","(원신흥동, 대전체육중고등학교)","36.3369076608","127.3428159571","042-820-5200","042-825-3446","djcheyukhs.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000479","대전탄방중학교","03","공립","","N","단설","주간","19920305","19910401","3017011200","대전광역시 서구 둔산1동","문정로 181.","302120","35249","대전광역시 서구 문정로 181","(둔산동)","36.3505584056","127.3943309991","042-380-3100","042-471-5759","http://tbms.djsch.kr/main.do","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060000480","동방여자중학교","03","사립","","N","단설","주간","19810520","19800124","3017010100","대전광역시 서구 복수동","276번지.","302840","35404","대전광역시 서구 복수중로 27","(복수동,동방여자중학교)","36.3062694027","127.3746277174","042-580-3701","042-580-3709","https://dongbangms.djsch.kr","녀","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000482","성덕중학교","03","사립","","N","단설","주간","19680208","19680208","3020012500","대전광역시 유성구 신성동","380-4.","305805","34106","대전광역시 유성구 신성로 19","(신성동, 성덕중학교)","36.3865539689","127.3444826916","042-861-6705","042-863-3253","http://sungdukms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000485","유성중학교","03","공립","","N","단설","주간","19461101","19460901","3020011500","대전광역시 유성구 상대동","457번지.","305313","34198","대전광역시 유성구 상대로 33",", 유성중학교 (상대동)","36.3454699025","127.3348150989","042-822-1605","042-825-8049","http://yuseongms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060000486","진잠중학교","03","공립","","N","단설","주간","19691014","19691014","3020010100","대전광역시 유성구 원내동",".","305809","34231","대전광역시 유성구 진잠로 60-23","(원내동, 진잠중학교)","36.2966652862","127.3177425557","042-330-8000","042-543-2809","http://jinjamms.djsch.kr","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001060","대전느리울중학교","03","공립","","N","단설","주간","20040301","20040301","3017011600","대전광역시 서구 관저동","1375번지.","302243","35382","대전광역시 서구 관저중로64번길 84","(관저동)","36.2972577971","127.3395519148","042-540-4500","042-544-0619","http://djnrums.djsch.kr/","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001061","대전장대중학교","03","공립","","N","단설","주간","20050301","20050301","3020011700","대전광역시 유성구 장대동","361.","305308","34171","대전광역시 유성구 문화원로 26","(장대동,대전장대중학교)","36.3605591476","127.3386679398","042-824-6713","042-824-6718","http://jangdaems.djsch.kr/main.do","남녀공학","N","","N"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001062","대전신계중학교","03","공립","","N","단설","주간","20060301","20060301","3017010100","대전광역시 서구 복수동","451.","302840","35412","대전광역시 서구 복수동로 40-30","(복수동)","36.3017926512","127.3768196346","042-580-8000","042-586-4151","http://singyems.djsch.kr","남녀공학","N","","N"
