시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
G10,대전광역시교육청,7441015,대전대문중학교,Daejeon Daemon Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,35008 ,대전광역시 중구 송리로 33,"(문화동, 대전대문중학교)",042-583-2596,http://daemunms.djsch.kr,남여공학,042-583-2597,,N,일반계,,전기,주간,19950304,19950304,20260423
G10,대전광역시교육청,7441263,대전대성여자중학교,Daejeon Daeseong Girls' Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,34601 ,대전광역시 동구 대성2길 20,(가양동),042-670-3001,http://dsgms.djsch.kr/main.do,여,042-672-3730,,N,일반계,,전기,주간,19621231,19630427,20260423
G10,대전광역시교육청,7441264,대전대성중학교,Daejeon Daesung Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,34825 ,대전광역시 중구 목동로 23,(목동),042-250-6000,http://dsmms.djsch.kr,남,042-254-2604,,N,일반계,,전기,주간,19550427,19550427,20260423
G10,대전광역시교육청,7451022,대전대신중학교,Daejeon Daesin Middle School,중학교,대전광역시,대전광역시서부교육지원청,사립,35406 ,대전광역시 서구 오량1길 98,", 대전대신중학교 (복수동, 대전대신중·고등학교)",042-585-5908,http://djdsms.djsch.kr/,남,042-585-1884,,N,일반계,,전기,주간,19681203,19681203,20260423
G10,대전광역시교육청,7441016,대전대청중학교,Daejeon Daecheong Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34308 ,대전광역시 대덕구 신탄진동로 81,"(신탄진동, 대청중학교)",042-934-8860,http://djdcms.djsch.kr,남여공학,042-934-8858,,N,해당없음,,후기,주간,20060301,20060301,20260423
G10,대전광역시교육청,7441017,대전대화중학교,Daejeon Daehwa Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34379 ,대전광역시 대덕구 대오길 9,"(오정동, 대화중학교)",042-634-4623,http://daehwams.djsch.kr,남여공학,042-633-6451,,N,일반계,,전기,주간,19920508,19930304,20260423
G10,대전광역시교육청,7451266,대전덕명중학교,Daejeon Deokmyeong Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34159 ,대전광역시 유성구 학하중앙로 61,", 대전덕명중학교 (덕명동, 대전덕명중학교)",042-364-1600,http://ddmms.djsch.kr,남여공학,042-825-1678,,N,,,전기,주간,20120301,20120301,20260423
G10,대전광역시교육청,7451023,대전도마중학교,Daejeon Doma Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35338 ,대전광역시 서구 도솔2길 22,"(도마동, 대전도마중학교)",042-520-1500,http://domams.djsch.kr,남여공학,042-533-6397,,N,일반계,,전기,주간,19841207,19850301,20260423
G10,대전광역시교육청,7451265,대전도안중학교,Daejeon Doan Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35355 ,대전광역시 서구 원도안로 160,"(도안동, 대전도안중학교)",042-545-9701,http://doanms.djsch.kr,남여공학,042-545-9705,,N,해당없음,,전기,주간,20120301,20120301,20260423
G10,대전광역시교육청,7441018,대전동산중학교,Daejon Dongsan Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,34960 ,대전광역시 중구 문화로 183,(문화동),042-587-2702,http://djdongsanms.djsch.kr,남,042-587-2710,,N,일반계,,전기,주간,19661119,19661119,20260423
G10,대전광역시교육청,7451024,대전동화중학교,Daejeon Donghwa Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34020 ,대전광역시 유성구 관평2로 43,(관평동),042-935-9617,http://djdhms.djsch.kr,남여공학,042-935-9616,,N,해당없음,,전기,주간,20060301,20060301,20260423
G10,대전광역시교육청,7451025,대전두리중학교,Daejeon Duri Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34005 ,대전광역시 유성구 와룡로 37,(송강동),042-935-8613,http://durims.djsch.kr,남여공학,042-935-8618,,N,해당없음,,후기,주간,20051102,20060303,20260423
G10,대전광역시교육청,7451350,대전둔곡중학교,Daejeon Dungok Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34002 ,대전광역시 유성구 과학인재4길 10,(둔곡동),042-620-9700,https://dungokms.djsch.kr/main.do,남여공학,042-620-9890,,N,,,전기,주간,20240901,20240901,20260423
G10,대전광역시교육청,7451026,대전둔산중학교,Daejeon Dunsan Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35231 ,대전광역시 서구 갈마역로25번길 70,", 대전둔산중학교 (갈마동)",042-486-6146,dunsanms.djsch.kr,남여공학,042-486-6149,,N,일반계,,전기,주간,19960305,19960305,20260423
G10,대전광역시교육청,7451027,대전둔원중학교,Daejeon Dunwon Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35266 ,대전광역시 서구 괴정로11번길 73,"(갈마동, 둔원중학교)",042-530-3200,http://djdwms.djsch.kr/,남여공학,042-534-5172,,N,일반계,,전기,주간,19950301,19950304,20260423
G10,대전광역시교육청,7451028,대전만년중학교,Daejeon Mannyon Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35200 ,대전광역시 서구 만년남로 17,"(만년동, 대전만년중학교)",042-480-2851,http://mannyonms.djsch.kr/main.do,남여공학,042-486-8232,,N,일반계,,전기,주간,19950317,19960305,20260423
G10,대전광역시교육청,7441019,대전매봉중학교,Daejeon Maebong Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34399 ,대전광역시 대덕구 선비마을로 165,"(송촌동,대전매봉중학교)",042-620-0077,http://maebongms.djsch.kr,남여공학,042-635-2475,,N,일반계,,전기,주간,19990304,19990304,20260423
G10,대전광역시교육청,7451029,대전문정중학교,Daejeon Munjeong Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35245 ,대전광역시 서구 둔산북로 232-11,", 대전문정중학교 (둔산동)",042-486-0824,http://munjeongms.djsch.kr,남여공학,042-487-2071,,N,일반계,,전기,주간,19930708,19930708,20260423
G10,대전광역시교육청,7451030,대전문지중학교,Daejeon Munji Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34053 ,대전광역시 유성구 전민로 53,"(전민동,  대전문지중학교)",042-863-0926,http://munjims.djsch.kr,남여공학,042-863-0928,,N,일반계,,전기,주간,19980216,19980305,20260423
G10,대전광역시교육청,7441020,대전문화여자중학교,Daejeon Munhwa girls Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,35018 ,대전광역시 중구 문화로218번길 63,", 대전문화여자중학교 (문화동)",042-580-1210,munhwa-gms.djsch.kr,여,042-580-1250,,N,일반계,,전기,주간,19811121,19820310,20260423
G10,대전광역시교육청,7451031,대전버드내중학교,Daejeon Beodeunae Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35332 ,대전광역시 서구 유등로 285,(도마동),042-530-1500,http://bdnms.djsch.kr/,남여공학,042-527-2053,,N,일반계,,전기,주간,19940324,19940324,20260423
G10,대전광역시교육청,7441021,대전법동중학교,Daejeon Beopdong Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34406 ,대전광역시 대덕구 쌍청당로 55,(법동),042-336-3000,http://beopdongms.djsch.kr/main.do,남여공학,042-634-4506,,N,일반계,,전기,주간,19930305,19930305,20260423
G10,대전광역시교육청,7451032,대전변동중학교,Daejeon Byeondong Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35324 ,대전광역시 서구 도산로181번길 39,(변동),042-530-8503,http://bdms.djsch.kr/,남여공학,042-523-3422,,N,일반계,,전기,주간,19820430,19840308,20260423
G10,대전광역시교육청,7451255,대전봉명중학교,Daejeon Bongmyeong Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34189 ,대전광역시 유성구 계룡로132번길 71,"(봉명동, 대전봉명중학교)",042-820-4800,http://djbmms.djsch.kr,남여공학,042-826-6878,,N,해당없음,,전기,주간,20110301,20110301,20260423
G10,대전광역시교육청,7451304,대전봉명중학교부설방송통신중학교,Open Middle School Affiiliated with Daejeon Bongmyeong Middle School,방송통신중학교,대전광역시,대전광역시서부교육지원청,공립,34189 ,대전광역시 유성구 계룡로132번길 71,"(봉명동, 대전봉명중학교)",0428204841,cyber.ms.kr,남여공학,0428266878,,N,,,전기,주간,20140301,20140309,20260423
G10,대전광역시교육청,7451033,대전봉산중학교,Daejeon Bongsan Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35326 ,대전광역시 서구 배재로262번길 60,"(변동, 봉산중학교)",042-524-4585,http://djbsms.djsch.kr,남여공학,042-522-4584,,N,일반계,,전기,주간,19851217,19851217,20260423
G10,대전광역시교육청,7451034,대전봉우중학교,Daejeon Bongwoo Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35373 ,대전광역시 서구 관저로 102,"(관저동, 대전봉우중학교)",042-543-7325,bongwooms.djsch.kr,남여공학,042-543-7327,,N,일반계,,전기,주간,19991220,20000904,20260423
G10,대전광역시교육청,7451035,대전삼육중학교,Daejeon Sahmyook Middle School,중학교,대전광역시,대전광역시서부교육지원청,사립,35340 ,대전광역시 서구 도림1길 15,"(도마동, 삼육중학교, 삼육초등학교)",042-522-0035,http://djsahmyookms.djsch.kr,남여공학,042-524-8208,,N,일반계,,전기,주간,19520401,19640401,20260423
G10,대전광역시교육청,7451036,대전삼천중학교,Daejeon Samchun Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35207 ,대전광역시 서구 문정로 271,"(둔산동, 삼천중학교)",042-483-6733,http://samchunms.djsch.kr/main.do,남여공학,042-489-6630,,N,일반계,,전기,주간,19910115,19910115,20260423
G10,대전광역시교육청,7451303,대전새미래중학교,Daejeon Saemirae Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34074 ,대전광역시 유성구 지족동로 55,(지족동),042-828-3800,http://smrms.djsch.kr/,남여공학,042-828-3810,,N,,,전기,주간,20140301,20140301,20260423
G10,대전광역시교육청,7451037,대전서중학교,Daejeon Seo Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35286 ,대전광역시 서구 동서대로997번길 57,"(괴정동, 대전서중학교)",042-522-4601,http://westms.djsch.kr/,남여공학,042-535-5001,,N,일반계,,전기,주간,19800124,19800307,20260423
G10,대전광역시교육청,7451038,대전송강중학교,Daejeon Songgang Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34008 ,대전광역시 유성구 와룡로 122,"(송강동, 송강중학교)",042-606-9000,http://songgangms.djsch.kr,남여공학,042-934-7458,,N,일반계,,전기,주간,19940324,19950302,20260423
G10,대전광역시교육청,7441022,대전송촌중학교,Daejeon Songchon Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34404 ,대전광역시 대덕구 계족산로 110,(송촌동),042-627-4931-3,http://songchonms.djsch.kr,남여공학,042-627-4934,,N,일반계,,전기,주간,19991229,20000305,20260423
G10,대전광역시교육청,7451039,대전신계중학교,Daejeon Singye Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35412 ,대전광역시 서구 복수동로 40-30,(복수동),042-580-8000,http://singyems.djsch.kr,남여공학,042-586-4151,,N,해당없음,,전기,주간,20060301,20060301,20260423
G10,대전광역시교육청,7441277,대전신일중학교,Daejeon Shinil Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,35058 ,대전광역시 중구 부사로32번길 27,"(부사동,대전신일여자중학교)",042-250-8500,http://shinilms.djsch.kr/,남여공학,042-221-1781,,N,일반계,,전기,주간,19741028,19741028,20260423
G10,대전광역시교육청,7451040,대전어은중학교,Daejeon Eoeun Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34140 ,대전광역시 유성구 농대로 56,", 대전어은중학교 (어은동)",042-861-9764,http://eoeunms.djsch.kr,남여공학,042-863-1709,,N,일반계,,전기,주간,19930305,19930305,20260423
G10,대전광역시교육청,7441023,대전여자중학교,Daejeon Girls Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34919 ,대전광역시 중구 보문로230번길 69,", 대전여자중학교 (대흥동)",042-332-4708,http://djgms.djsch.kr,여,042-222-1901,,N,일반계,,전기,주간,19460213,19460213,20260423
G10,대전광역시교육청,7451041,대전외삼중학교,Daejeon oe-sam Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34067 ,대전광역시 유성구 반석동로 75,"(반석동, 외삼중학교)",042-332-1049,http://oesamms.djsch.kr,남여공학,042-332-1057,,N,일반계,,전기,주간,20050301,20050301,20260423
G10,대전광역시교육청,7441024,대전용운중학교,Daejeon Yong-un Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34522 ,대전광역시 동구 용운로 208,"(용운동, 용운중학교)",042-284-6653,http://yongunms.djsch.kr,남여공학,042-285-2541,,N,일반계,,전기,주간,19861114,19870305,20260423
G10,대전광역시교육청,7441025,대전용전중학교,Daejeon Yongjeon Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34427 ,대전광역시 대덕구 한밭대로1146번길 46,", 대전용전중학교 (중리동)",042-620-1905,http://yjms.djsch.kr,남여공학,042-636-5106,,N,일반계,,전기,주간,19821125,19821125,20260423
G10,대전광역시교육청,7451342,대전원신흥중학교,Daejeon Wonsinhung Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34195 ,대전광역시 유성구 동서대로735번길 20,(원신흥동),042-820-5600,https://wshms.djsch.kr,남여공학,042-826-9031,,N,해당없음,,전기,주간,20220301,20220201,20260423
G10,대전광역시교육청,7451042,대전월평중학교,Daejeon Wolpyeong Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35223 ,대전광역시 서구 월평동로 21,"(월평동, 월평중학교)",042-600-7800,http://wpms.djsch.kr/main.do,남여공학,042-600-7899,,N,일반계,,전기,주간,19930304,19930304,20260423
G10,대전광역시교육청,7441026,대전은어송중학교,Daejeon Euneosong Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34698 ,대전광역시 동구 동구청로 26,"(대성동, 대전은어송중학교)",042-281-5500,http://eesms.djsch.kr,남여공학,042-286-0269,,N,해당없음,,전기,주간,20070301,20070301,20260423
G10,대전광역시교육청,7451043,대전자운중학교,Daejeon Jaun Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34059 ,대전광역시 유성구 자운로97번길 356,"(신봉동, 자운중학교)",042-867-9371,http://jaunms.djsch.kr,남여공학,042-867-9372,,N,해당없음,,전기,주간,20060301,20060301,20260423
G10,대전광역시교육청,7451044,대전장대중학교,Daejeon Jangdae Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34171 ,대전광역시 유성구 문화원로 26,"(장대동,대전장대중학교)",042-824-6713,http://jangdaems.djsch.kr/main.do,남여공학,042-824-6718,,N,해당없음,,후기,주간,20050301,20050301,20260423
G10,대전광역시교육청,7451045,대전전민중학교,Daejeon Jeonmin Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34049 ,대전광역시 유성구 엑스포로466번길 97,"(전민동,전민중학교)",042-863-5797,http://djjmms.djsch.kr,남여공학,042-861-3274,,N,일반계,,전기,주간,19940201,19940309,20260423
G10,대전광역시교육청,7451046,대전정림중학교,Daejeon Jeongrim Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35416 ,대전광역시 서구 괴곡길 70,(괴곡동),042-586-8100,http://jeongrimms.djsch.kr,남여공학,042-586-8107,,N,일반계,,전기,주간,20010105,20010306,20260423
G10,대전광역시교육청,7441028,대전중앙중학교,Daejeon Jung-ang Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,34804 ,대전광역시 중구 대종로 634,(중촌동),042-255-8582,http://jungangms.djsch.kr,남,042-253-6544,,N,일반계,,전기,주간,19480401,19480401,20260423
G10,대전광역시교육청,7441029,대전중학교,Daejeon Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34932 ,대전광역시 중구 수도산로 9,", 대전중학교 (대흥동, 대전중학교)",042-250-7802,http://djms.djsch.kr/,남,042-250-7898,,N,일반계,,전기,주간,19180401,19180401,20260423
G10,대전광역시교육청,7451048,대전지족중학교,Daejeon Jijok Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34083 ,대전광역시 유성구 노은동로 193,(지족동),042-477-4630,http://jijokms.djsch.kr,남여공학,042-477-4645,,N,일반계,,전기,주간,20010301,20010301,20260423
G10,대전광역시교육청,7451049,대전체육중학교,Daejeon Physical Education Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34195 ,대전광역시 유성구 원신흥로40번길 6,"(원신흥동, 대전체육중고등학교)",042-820-5200,djcheyukhs.djsch.kr,남여공학,042-825-3446,,N,일반계,,전기,주간,19721204,19721204,20260423
G10,대전광역시교육청,7451050,대전탄방중학교,Daejeon Tanbang Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,35249 ,대전광역시 서구 문정로 181,(둔산동),042-380-3100,http://tbms.djsch.kr/main.do,남여공학,042-471-5759,,N,일반계,,전기,주간,19910401,19920305,20260423
G10,대전광역시교육청,7441030,대전태평중학교,Daejeon Tae-pyeong Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34877 ,대전광역시 중구 수침로111번길 12,(태평동),042-481-0870,http://tp02ms.djsch.kr,남여공학,042-537-0869,,N,일반계,,전기,주간,20020218,20020302,20260423
G10,대전광역시교육청,7451051,대전하기중학교,Daejeon Hagi Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34098 ,대전광역시 유성구 송림로48번길 6-30,", 대전하기중학교 (하기동, 대전하기중학교)",042-714-0650,https://hagims.djsch.kr,남여공학,042-824-8369,,N,해당없음,,전기,주간,20060301,20060301,20260423
G10,대전광역시교육청,7441031,동대전중학교,Dongdaejeon Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34505 ,대전광역시 동구 충정로 73-6,"(가양동, 동대전중학교)",042-330-8800,http://dongdaejeonms.djsch.kr/main.do,남여공학,042-330-8850,,N,일반계,,전기,주간,19900104,19900104,20260423
G10,대전광역시교육청,7441032,동명중학교,Dong Myung Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,35059 ,대전광역시 중구 사득로54번길 29,"(석교동, 동명중학교)",042-272-6697,http://dongmyungms.djsch.kr,남여공학,042-283-3790,,N,일반계,,전기,주간,19671028,19671028,20260423
G10,대전광역시교육청,7451052,동방여자중학교,Dongbang Girls' Middle School,중학교,대전광역시,대전광역시서부교육지원청,사립,35404 ,대전광역시 서구 복수중로 27,"(복수동,동방여자중학교)",042-580-3701,https://dongbangms.djsch.kr,여,042-580-3709,,N,일반계,,전기,주간,19800124,19810520,20260423
G10,대전광역시교육청,7441033,동신중학교,Dongsin Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34674 ,대전광역시 동구 동부로 56-22,"(판암동, 동신중학교)",042-283-4081,http://dongsinms.djsch.kr/,남여공학,042-274-1001,,N,일반계,,전기,주간,19681203,19681203,20260423
G10,대전광역시교육청,7441034,보문중학교,Bomoon Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,34619 ,대전광역시 동구 우암로 57,"(삼성동, 보문중학교)",042-620-6705,http://bomoonms.djsch.kr,남,042-672-9365,,N,일반계,,전기,주간,19451220,19451220,20260423
G10,대전광역시교육청,7451053,성덕중학교,Sungduk Middle School,중학교,대전광역시,대전광역시서부교육지원청,사립,34106 ,대전광역시 유성구 신성로 19,"(신성동, 성덕중학교)",042-861-6705,http://sungdukms.djsch.kr,남여공학,042-863-3253,,N,일반계,,전기,주간,19680208,19680208,20260423
G10,대전광역시교육청,7441036,신탄중앙중학교,SinTanJungAng Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34330 ,대전광역시 대덕구 덕암로 233,", 24 (덕암동)",042-331-3333,http://sintanjungangms.djsch.kr,남여공학,042-931-1019,,N,일반계,,전기,주간,19681120,19681120,20260423
G10,대전광역시교육청,7441037,신탄진중학교,Sintanjin Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,34317 ,대전광역시 대덕구 석봉로 15,"(석봉동, 신탄진중학교)",042-930-0600,http://stjms.djsch.kr/,남여공학,042-931-0452,,N,일반계,,전기,주간,19641114,19641114,20260423
G10,대전광역시교육청,7441038,오정중학교,Ojeong Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34441 ,대전광역시 대덕구 한남로150번길 135,"(오정동, 오정중학교)",042-627-0602,http://ojeongms.djsch.kr,남여공학,042-623-4273,,N,일반계,,전기,주간,19851217,19860306,20260423
G10,대전광역시교육청,7441039,우송중학교,Woosong Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,34609 ,대전광역시 동구 동대전로131번길 53,"(자양동, 우송중학교)",042-620-5050,http://woosongms.djsch.kr,남,042-623-0071,,N,일반계,,전기,주간,19540417,19540417,20260423
G10,대전광역시교육청,7451054,유성중학교,Yuseong Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34198 ,대전광역시 유성구 상대로 33,", 유성중학교 (상대동)",042-822-1605,http://yuseongms.djsch.kr,남여공학,042-825-8049,,N,일반계,,전기,주간,19460901,19461101,20260423
G10,대전광역시교육청,7441040,중리중학교,Jungni  Middle School,중학교,대전광역시,대전광역시동부교육지원청,공립,34389 ,대전광역시 대덕구 중리동로 85,"(중리동, 대전중리중학교)",042-620-3015,http://jungnims.djsch.kr,남여공학,042-625-1749,,N,일반계,,전기,주간,19890307,19890307,20260423
G10,대전광역시교육청,7451055,진잠중학교,JinJam Middle School,중학교,대전광역시,대전광역시서부교육지원청,공립,34231 ,대전광역시 유성구 진잠로 60-23,"(원내동, 진잠중학교)",042-330-8000,http://jinjamms.djsch.kr,남여공학,042-543-2809,,N,일반계,,전기,주간,19691014,19691014,20260423
G10,대전광역시교육청,7441041,청란여자중학교,CheongRan Girls Middle School,중학교,대전광역시,대전광역시동부교육지원청,사립,35046 ,대전광역시 중구 보문로 95번길40,(부사동),0422538844,http://cheongranms.djsch.kr,여,0422536008,,N,일반계,,전기,주간,19630209,19630413,20260423
